sample_type,province,location,season,lon,lat,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
sediment,Chongqing,Chongqing,9,106.551556,29.563009,Tetracycline,Tetracyclines,2.73,ng/g,2018,70
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Chlortetracycline,Tetracyclines,2.46,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Ofloxacin,Fluoroquinolones,3.58,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Oxytetracycline,Tetracyclines,5.57,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Roxithromycin,Macrolides,1.24,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Sulfadiazine,Sulfonamides,18.36,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Sulfamethoxazole,Sulfonamides,9.56,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Sulfapyridine,Sulfonamides,0.79,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Tetracycline,Tetracyclines,12.81,ng/g,2017,63
sediment,Chongqing,Chongqing Changshou district Changshou Lake,9,107.241387,29.913753,Trimethoprim,Diaminopyrimidines,9.1,ng/g,2017,63
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Chlortetracycline,Tetracyclines,190.9,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Doxycycline,Tetracyclines,10.4,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Enrofloxacin,Fluoroquinolones,553.6,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Norfloxacin,Fluoroquinolones,40.1,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Ofloxacin,Fluoroquinolones,291.9,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Oxytetracycline,Tetracyclines,54.1,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Sulfadiazine,Sulfonamides,91.2,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Sulfadimidine,Sulfonamides,181.45,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Sulfathiazole,Sulfonamides,467.1,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Tetracycline,Tetracyclines,412.9,ng/g,2015,149
sediment,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,Trimethoprim,Diaminopyrimidines,152.3,ng/g,2015,149
sediment,Fujian,Fujian,3,119.547932,26.665617,Chlortetracycline,Tetracyclines,0.42,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Doxycycline,Tetracyclines,9.340000000000002,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Oxytetracycline,Tetracyclines,7.4,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfadiazine,Sulfonamides,0.12,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfadimidine,Sulfonamides,0.26,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfamerazine,Sulfonamides,0.05,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfamethoxazole,Sulfonamides,0.13,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfapyridine,Sulfonamides,0.09,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfaquinoxaline,Sulfonamides,0.04,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Sulfathiazole,Sulfonamides,0.03,ng/g,2013,164
sediment,Fujian,Fujian,3,119.547932,26.665617,Tetracycline,Tetracyclines,6.45,ng/g,2013,164
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Chlortetracycline,Tetracyclines,2326.85,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Oxytetracycline,Tetracyclines,1430.17,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Sulfadiazine,Sulfonamides,3.57,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Sulfadimidine,Sulfonamides,8.33,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Sulfamerazine,Sulfonamides,2.28,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Sulfameter,Sulfonamides,0.97,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Sulfamethoxazole,Sulfonamides,1.57,ng/g,2010,15
sediment,Fujian,Fujian Jiulongjiang river,1,117.530254,25.187592,Tetracycline,Tetracyclines,107.59,ng/g,2010,15
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Ciprofloxacin,Fluoroquinolones,17.9,ng/g,2015,124
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Enrofloxacin,Fluoroquinolones,19.6,ng/g,2015,124
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Oxytetracycline,Tetracyclines,49.4,ng/g,2015,124
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Sulfadiazine,Sulfonamides,18.5,ng/g,2015,124
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Sulfamethoxazole,Sulfonamides,19.4,ng/g,2015,124
sediment,Fujian,Fujian Ningde,9,119.547932,26.665617,Tetracycline,Tetracyclines,378,ng/g,2015,124
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Chlortetracycline,Tetracyclines,1.1,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Ciprofloxacin,Fluoroquinolones,2.6,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Enrofloxacin,Fluoroquinolones,0.2,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Erythromycin,Macrolides,0.1,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Norfloxacin,Fluoroquinolones,0.4,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Oxytetracycline,Tetracyclines,11.6,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Roxithromycin,Macrolides,0.2,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Sulfadiazine,Sulfonamides,0.019,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Sulfadimidine,Sulfonamides,0.04,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Sulfamethoxazole,Sulfonamides,0.1,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Tetracycline,Tetracyclines,6.3,ng/g,2019,58
sediment,Fujian,Fujian Ningde,NA,119.547932,26.665617,Trimethoprim,Diaminopyrimidines,0.3,ng/g,2019,58
sediment,Fujian,Fujian Zhangzhou Longhai Dongshan,9,117.888917,24.518083,Enrofloxacin,Fluoroquinolones,33.6,ng/g,2015,124
sediment,Fujian,Fujian Zhangzhou Longhai Dongshan,9,117.888917,24.518083,Oxytetracycline,Tetracyclines,4.26,ng/g,2015,124
sediment,Fujian,Fujian Zhangzhou Longhai Dongshan,9,117.888917,24.518083,Sulfadiazine,Sulfonamides,117,ng/g,2015,124
sediment,Fujian,Fujian Zhangzhou Longhai Dongshan,9,117.888917,24.518083,Sulfamethoxazole,Sulfonamides,94.6,ng/g,2015,124
sediment,Fujian,Fujian Zhangzhou Longhai Dongshan,9,117.888917,24.518083,Tetracycline,Tetracyclines,11.5,ng/g,2015,124
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Chloramphenicol,Phenicols,1.1,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Chlortetracycline,Tetracyclines,7.199999999999999,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Ciprofloxacin,Fluoroquinolones,38.1,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Enrofloxacin,Fluoroquinolones,5.199999999999999,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Erythromycin,Macrolides,6.1,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Florfenicol,Phenicols,11.8,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Norfloxacin,Fluoroquinolones,16.15,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Ofloxacin,Fluoroquinolones,0.8,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Oxytetracycline,Tetracyclines,7.25,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Roxithromycin,Macrolides,2.15,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Sulfadiazine,Sulfonamides,9.5,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Sulfadimidine,Sulfonamides,5.65,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Sulfamethoxazole,Sulfonamides,1.95,ng/g,2017,69
sediment,Fujian,Fujian Zhangzhou Yunxiao County,12,117.339573,23.957936,Tetracycline,Tetracyclines,7.75,ng/g,2017,69
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Chlortetracycline,Tetracyclines,4.6937500000000005,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Ciprofloxacin,Fluoroquinolones,1.02625,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Doxycycline,Tetracyclines,0.7625,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Enrofloxacin,Fluoroquinolones,0.525,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Erythromycin,Macrolides,0.28875,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Flumequine,Fluoroquinolones,0.1375,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Norfloxacin,Fluoroquinolones,3.5925,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Ofloxacin,Fluoroquinolones,2.085,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Oxytetracycline,Tetracyclines,1.8574999999999997,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Sulfadiazine,Sulfonamides,0.06,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Sulfadimidine,Sulfonamides,0.6250000000000001,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Sulfameter,Sulfonamides,0.005,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Sulfamonomethoxine,Sulfonamides,0.44000000000000006,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Tetracycline,Tetracyclines,0.5,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Tilmicosin,Macrolides,0.26,ng/g,NA,221
sediment,Fujian,Fujian the Jiulong river Estuary,NA,117.934952,24.442549,Tylosin,Macrolides,0.11375,ng/g,NA,221
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Chlortetracycline,Tetracyclines,0.42,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Doxycycline,Tetracyclines,9.340000000000002,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Oxytetracycline,Tetracyclines,7.4,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfadiazine,Sulfonamides,0.12,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfadimidine,Sulfonamides,0.26,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfamerazine,Sulfonamides,0.05,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfamethoxazole,Sulfonamides,0.13,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfapyridine,Sulfonamides,0.09,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfaquinoxaline,Sulfonamides,0.04,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Sulfathiazole,Sulfonamides,0.03,ng/g,2013,164
sediment,Guangdong,Guangdong,3,116.681972,23.354091,Tetracycline,Tetracyclines,6.45,ng/g,2013,164
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Chlortetracycline,Tetracyclines,1.235,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Ciprofloxacin,Fluoroquinolones,4.0725,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Doxycycline,Tetracyclines,13.6325,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Enrofloxacin,Fluoroquinolones,366.75,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Norfloxacin,Fluoroquinolones,0.8625,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Oxytetracycline,Tetracyclines,1.49395,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Sulfadimidine,Sulfonamides,3.905,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Sulfamethoxazole,Sulfonamides,1.63125,ng/g,NA,169
sediment,Guangdong,Guangdong,NA,113.26653,23.132191,Sulfamethoxydiazine,Sulfonamides,1.2175,ng/g,NA,169
sediment,Guangdong,Guangdong Beijiang river,NA,113.516,24.8,Chloramphenicol,Phenicols,3.1,ng/g,2013,177
sediment,Guangdong,Guangdong Beijiang river,NA,113.516,24.8,Clarithromycin,Macrolides,207.8,ng/g,2013,177
sediment,Guangdong,Guangdong Beijiang river,NA,113.516,24.8,Ofloxacin,Fluoroquinolones,22,ng/g,2013,177
sediment,Guangdong,Guangdong Ganzhou Nansha district,5,113.6,22.6,Enrofloxacin,Fluoroquinolones,1.205,ng/g,2015,117
sediment,Guangdong,Guangdong Ganzhou Nansha district,5,113.6,22.6,Lincomycin,Lincosamides,1.475,ng/g,2015,117
sediment,Guangdong,Guangdong Ganzhou Nansha district,5,113.6,22.6,Norfloxacin,Fluoroquinolones,1.685,ng/g,2015,117
sediment,Guangdong,Guangdong Ganzhou Nansha district,5,113.6,22.6,Ofloxacin,Fluoroquinolones,0.77,ng/g,2015,117
sediment,Guangdong,Guangdong Ganzhou Nansha district,5,113.6,22.6,Sulfapyridine,Sulfonamides,0.01,ng/g,2015,117
sediment,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Ciprofloxacin,Fluoroquinolones,119,ng/g,2008,187
sediment,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Enrofloxacin,Fluoroquinolones,27,ng/g,2008,187
sediment,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Norfloxacin,Fluoroquinolones,258,ng/g,2008,187
sediment,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Ofloxacin,Fluoroquinolones,98,ng/g,2008,187
sediment,Guangdong,Guangdong Guangzhou Baiyun district,9,113.273289,23.15729,Chloramphenicol,Phenicols,195.7,ng/g,2006,5
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Chlortetracycline,Tetracyclines,4.055,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Ciprofloxacin,Fluoroquinolones,78.1,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Norfloxacin,Fluoroquinolones,288.88,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Oxytetracycline,Tetracyclines,221,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Roxithromycin,Macrolides,3.45,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Sulfadimidine,Sulfonamides,0.745,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Sulfapyridine,Sulfonamides,0.62,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Baiyun district,NA,113.218611,23.191667,Tetracycline,Tetracyclines,57.6,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Chlortetracycline,Tetracyclines,20.2,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Ciprofloxacin,Fluoroquinolones,98.4,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Norfloxacin,Fluoroquinolones,208,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Oxytetracycline,Tetracyclines,287,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Roxithromycin,Macrolides,13.3,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Sulfadimethoxine,Sulfonamides,0.28,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Sulfadimidine,Sulfonamides,1.58,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Sulfapyridine,Sulfonamides,0.82,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Liwan district,NA,113.200278,23.116389,Tetracycline,Tetracyclines,35.4,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Nansha district,5,113.525165,22.801624,Enrofloxacin,Fluoroquinolones,1.205,ng/g,2015,163
sediment,Guangdong,Guangdong Guangzhou Nansha district,5,113.525165,22.801624,Norfloxacin,Fluoroquinolones,1.685,ng/g,2015,163
sediment,Guangdong,Guangdong Guangzhou Nansha district,5,113.525165,22.801624,Ofloxacin,Fluoroquinolones,0.77,ng/g,2015,163
sediment,Guangdong,Guangdong Guangzhou Nansha district,5,113.525165,22.801624,Sulfadiazine,Sulfonamides,0.01,ng/g,2015,163
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Chlortetracycline,Tetracyclines,0.69,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Ciprofloxacin,Fluoroquinolones,74.4,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Norfloxacin,Fluoroquinolones,255,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Oxytetracycline,Tetracyclines,18.6,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Roxithromycin,Macrolides,2.19,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Sulfadimidine,Sulfonamides,0.83,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Sulfapyridine,Sulfonamides,0.22,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district,NA,113.390278,23.0725,Tetracycline,Tetracyclines,6.14,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Chlortetracycline,Tetracyclines,2.53,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Ciprofloxacin,Fluoroquinolones,57.6,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Norfloxacin,Fluoroquinolones,27.5,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Oxytetracycline,Tetracyclines,9.420000000000002,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Roxithromycin,Macrolides,0.82,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Sulfadimidine,Sulfonamides,0.31,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Sulfapyridine,Sulfonamides,0.61,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Panyu district daxuecheng,NA,113.399167,23.058056,Tetracycline,Tetracyclines,4.24,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,Chlortetracycline,Tetracyclines,3.62,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,Ciprofloxacin,Fluoroquinolones,29.1,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,Norfloxacin,Fluoroquinolones,105,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,Oxytetracycline,Tetracyclines,20.4,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.412222,25.14,Roxithromycin,Macrolides,1.21,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.3925,27.125278,Sulfadimethoxine,Sulfonamides,0.04,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,Sulfadimidine,Sulfonamides,0.59,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.361111,23.166667,Sulfapyridine,Sulfonamides,0.17,ng/g,NA,31
sediment,Guangdong,Guangdong Guangzhou Tianhe district,NA,113.357222,23.17,Tetracycline,Tetracyclines,7.38,ng/g,NA,31
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Cephalexin,Beta-lactams,12.6,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Ciprofloxacin,Fluoroquinolones,16.4,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Doxycycline,Tetracyclines,3.9,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Lincomycin,Lincosamides,2.98,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Norfloxacin,Fluoroquinolones,30.3,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Ofloxacin,Fluoroquinolones,6.93,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Oxytetracycline,Tetracyclines,38.5,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Penicillin G,Beta-lactams,4.84,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Penicillin V,Beta-lactams,16.3,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Sulfadiazine,Sulfonamides,7.55,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Sulfamonomethoxine,Sulfonamides,7.77,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Sulfaquinoxaline,Sulfonamides,2.81,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Tetracycline,Tetracyclines,39,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan County Fengshuba reservoir,NA,115.42125635972,24.468389441173,Tylosin,Macrolides,0.61,ng/g,2015,50
sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,Cephalexin,Beta-lactams,12.6,ng/g,2015,123
sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,Ciprofloxacin,Fluoroquinolones,16.4,ng/g,2015,123
sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,Doxycycline,Tetracyclines,5.2,ng/g,2015,123
sediment,Guangdong,Guangdong Heyuan Longchuan Fengshuba reservoir,7,115.400457,24.454988,Erythromycin-H2O,Macrolides,3,ng/g,2015,123
