sample_type,province,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
surface water,Sichuan,Amoxicillin,Beta-lactams,6.71,ng/L,2021,N37
surface water,Sichuan,Ampicillin,Beta-lactams,1.23,ng/L,2021,N37
surface water,Sichuan,Cefotaxime,Beta-lactams,0.31,ng/L,2021,N37
surface water,Sichuan,Cephalexin,Beta-lactams,5.56,ng/L,2021,N37
surface water,Sichuan,Chloramphenicol,Phenicols,25.48,ng/L,2021,N37
surface water,Sichuan,Chlortetracycline,Tetracyclines,2.07,ng/L,2021,N37
surface water,Sichuan,Clindamycin,Lincosamides,4.52,ng/L,2021,N37
surface water,Sichuan,Enrofloxacin,Fluoroquinolones,24.42,ng/L,2021,N37
surface water,Sichuan,Levofloxacin,Fluoroquinolones,15.51,ng/L,2021,N37
surface water,Sichuan,Moxifloxacin,Fluoroquinolones,14.62,ng/L,2021,N37
surface water,Sichuan,Norfloxacin,Fluoroquinolones,24.87,ng/L,2021,N37
surface water,Sichuan,Oxytetracycline,Tetracyclines,60.04,ng/L,2021,N37
surface water,Sichuan,Sulfadiazine,Sulfonamides,1.71,ng/L,2021,N37
surface water,Sichuan,Sulfamethoxazole,Sulfonamides,1.44,ng/L,2021,N37
surface water,Sichuan,Tetracycline,Tetracyclines,84.35,ng/L,2021,N37
surface water sediment,Hainan,Sulfamethoxazole,Sulfonamides,0.03,ng/g dw,2018,N39
surface water sediment,Hainan,Trimethoprim,Diaminopyrimidines,0.16,ng/g dw,2018,N39
wastewater influent,Anhui,Enrofloxacin,Fluoroquinolones,14.8,ng/L,2021,N52
wastewater influent,Anhui,Lincomycin,Lincosamides,42.9,ng/L,2021,N52
wastewater influent,Anhui,Norfloxacin,Fluoroquinolones,112.1,ng/L,2021,N52
wastewater influent,Anhui,Ofloxacin,Fluoroquinolones,587.4,ng/L,2021,N52
wastewater influent,Anhui,Sulfachloropyridazine,Sulfonamides,6.6,ng/L,2021,N52
wastewater influent,Anhui,Sulfadiazine,Sulfonamides,1.3,ng/L,2021,N52
wastewater influent,Anhui,Sulfamethoxazole,Sulfonamides,12.9,ng/L,2021,N52
wastewater influent,Anhui,Sulfapyridine,Sulfonamides,12.8,ng/L,2021,N52
wastewater influent,Anhui,Trimethoprim,Diaminopyrimidines,9.5,ng/L,2021,N52
wastewater influent,Beijing,Norfloxacin,Fluoroquinolones,19200,ng/L,2023,N69
wastewater influent,Hebei,Chlortetracycline,Tetracyclines,50.004999999999995,ng/L,2023,N45
wastewater influent,Hebei,Ciprofloxacin,Fluoroquinolones,103.57,ng/L,2023,N45
wastewater influent,Hebei,Norfloxacin,Fluoroquinolones,119.33,ng/L,2023,N45
wastewater influent,Hebei,Ofloxacin,Fluoroquinolones,114.575,ng/L,2023,N45
wastewater influent,Hebei,Oxytetracycline,Tetracyclines,43.584999999999994,ng/L,2023,N45
wastewater influent,Hebei,Roxithromycin,Macrolides,113.195,ng/L,2023,N45
wastewater influent,Hebei,Sulfadiazine,Sulfonamides,113.94,ng/L,2023,N45
wastewater influent,Hebei,Sulfamethoxazole,Sulfonamides,192.625,ng/L,2023,N45
wastewater influent,Hebei,Tetracycline,Tetracyclines,39.61,ng/L,2023,N45
wastewater influent,Heilongjiang,Ampicillin,Beta-lactams,310,ng/L,2019,N53
wastewater influent,Heilongjiang,Azithromycin,Macrolides,221.25,ng/L,2019,N53
wastewater influent,Heilongjiang,Enrofloxacin,Fluoroquinolones,1.82,ng/L,2019,N53
wastewater influent,Heilongjiang,Ofloxacin,Fluoroquinolones,181,ng/L,2019,N53
wastewater influent,Heilongjiang,Roxithromycin,Macrolides,497,ng/L,2019,N53
wastewater influent,Heilongjiang,Sulfadiazine,Sulfonamides,2.85,ng/L,2019,N53
wastewater influent,Heilongjiang,Sulfadimidine,Sulfonamides,1.29,ng/L,2019,N53
wastewater influent,Heilongjiang,Sulfamethoxazole,Sulfonamides,83.9,ng/L,2019,N53
wastewater influent,Hunan,Amoxicillin,Beta-lactams,170,ng/L,2022,N59
wastewater influent,Hunan,Erythromycin,Macrolides,50.2,ng/L,2022,N59
wastewater influent,Hunan,Ofloxacin,Fluoroquinolones,77.4,ng/L,2022,N59
wastewater influent,Hunan,Roxithromycin,Macrolides,68,ng/L,2022,N59
wastewater influent,Hunan,Sulfamonomethoxine,Sulfonamides,49.8,ng/L,2022,N59
wastewater influent,Jiangsu,Azithromycin,Macrolides,998,ng/L,2022,N66
wastewater influent,Jiangsu,Clarithromycin,Macrolides,77,ng/L,2022,N66
wastewater influent,Jiangsu,Erythromycin,Macrolides,684,ng/L,2022,N66
wastewater influent,Jiangsu,Erythromycin-H2O,Macrolides,1782,ng/L,2022,N66
wastewater influent,Jiangsu,Roxithromycin,Macrolides,597,ng/L,2022,N66
wastewater influent,Liaoning,Ofloxacin,Fluoroquinolones,609.8,ng/L,2016,CAND_DALIAN_2017
wastewater influent,Shandong,Levofloxacin,Fluoroquinolones,461.31,ng/L,2018,N51
wastewater influent,Sichuan,Lincomycin,Lincosamides,102.32,ng/L,2020,N56
wastewater influent,Xinjiang,Norfloxacin,Fluoroquinolones,101.1,ng/L,2024,N68
wastewater influent,Xinjiang,Ofloxacin,Fluoroquinolones,472.6,ng/L,2024,N68
wastewater influent,Zhejiang,Ofloxacin,Fluoroquinolones,17,ng/L,2024,N452
