sample_type,province,antibiotic,median_concentration,sam_Y,pub_id,pub_full,lod_est
municipal sludge,Guangdong,Sulfamonomethoxine,233.5,2016,155,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2022).",176.5
municipal sludge,Guangdong,Sulfanilamide,73,2013,138,"Li, G., Yang, H., An, T. & Lu, Y. Antibiotics elimination and risk reduction at two drinking water treatment plants by using different conventional treatment techniques. Ecotoxicology and Environmental Safety 158, 154-161, doi:10.1016/j.ecoenv.2018.04.019 (2018).",73
municipal sludge,Guangdong,Sulfapyridine,96,2013,138,"Li, G., Yang, H., An, T. & Lu, Y. Antibiotics elimination and risk reduction at two drinking water treatment plants by using different conventional treatment techniques. Ecotoxicology and Environmental Safety 158, 154-161, doi:10.1016/j.ecoenv.2018.04.019 (2018).",96
municipal sludge,Guangdong,Sulfathiazole,75,2013,138,"Li, G., Yang, H., An, T. & Lu, Y. Antibiotics elimination and risk reduction at two drinking water treatment plants by using different conventional treatment techniques. Ecotoxicology and Environmental Safety 158, 154-161, doi:10.1016/j.ecoenv.2018.04.019 (2018).",75
municipal sludge,Guangdong,Sulfisoxazole,70,2013,138,"Li, G., Yang, H., An, T. & Lu, Y. Antibiotics elimination and risk reduction at two drinking water treatment plants by using different conventional treatment techniques. Ecotoxicology and Environmental Safety 158, 154-161, doi:10.1016/j.ecoenv.2018.04.019 (2018).",70
municipal sludge,Guangdong,Tetracycline,5065,2016,155,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2027).",1650
municipal sludge,Guangdong,Trimethoprim,7.1899999999999995,2016,155,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2036).",4.65
municipal sludge,Guizhou,Amoxicillin,20.12,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1028/j.psep.h",20.12
municipal sludge,Guizhou,Azithromycin,438.85,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1033/j.psep.h",438.85
municipal sludge,Guizhou,Chlortetracycline,44.165000000000006,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1023/j.psep.ȏ",10.35
municipal sludge,Guizhou,Ciprofloxacin,83.61500000000001,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1026/j.psep.ȏ",6.37
municipal sludge,Guizhou,Doxycycline,65.51,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1024/j.psep.i",65.51
municipal sludge,Guizhou,Enrofloxacin,143.68,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1027/j.psep.q",143.68
municipal sludge,Guizhou,Erythromycin,8.37,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1031/j.psep.h",8.37
municipal sludge,Guizhou,Norfloxacin,122.59,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1030/j.psep.ȏ",122.59
municipal sludge,Guizhou,Ofloxacin,155.31,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1029/j.psep.h",155.31
municipal sludge,Guizhou,Oxytetracycline,80.26999999999998,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1021/j.psep.h",80.26999999999998
municipal sludge,Guizhou,Roxithromycin,45.67,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1032/j.psep.i",45.67
municipal sludge,Guizhou,Sulfachloropyridazine,2.28,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1019/j.psep.ȏ",2.28
municipal sludge,Guizhou,Sulfadimethoxine,1.06,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1020/j.psep.h",1.06
municipal sludge,Guizhou,Sulfamethazine,10.515,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1016/j.psep.2017.12.003 (2018).",8.67
municipal sludge,Guizhou,Tetracycline,120.25,2016,127,"Hu, J., Zhou, J., Zhou, S., Wu, P. & Tsang, Y. F. Occurrence and fate of antibiotics in a wastewater treatment plant and their biological effects on receiving waters in Guizhou. Process Safety and Environmental Protection 113, 483-490, doi:10.1022/j.psep.i",120.25
municipal sludge,Hebei,Ciprofloxacin,164.27,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2033).",164.27
municipal sludge,Hebei,Clarithromycin,5.03,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2036).",5.03
municipal sludge,Hebei,Doxycycline,8.75,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2029).",8.75
municipal sludge,Hebei,Enrofloxacin,2.99,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2032).",2.99
municipal sludge,Hebei,Erythromycin,15.57,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2037).",15.57
municipal sludge,Hebei,Lomefloxacin,33.61,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2034).",33.61
municipal sludge,Hebei,Norfloxacin,1125.78,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2030).",1125.78
municipal sludge,Hebei,Ofloxacin,1529.77,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2031).",1529.77
municipal sludge,Hebei,Oxytetracycline,73600,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2028).",873.6599999999999
municipal sludge,Hebei,Roxithromycin,37.21,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2035).",37.21
municipal sludge,Hebei,Sulfadiazine,1136,2016,129,"Hua, L., Li, L. & Yang, C. Y. Distribution Characteristics of Sulfonamides and Sulfamethoxazole-Resistant Bacteria in Tannery Wastewater Treatment Processes. Huan Jing Ke Xue 39, 4229-4235, doi:10.13227/j.hjkx.201710173 (2018).",984.7
municipal sludge,Hebei,Sulfadimethoxine,0.27,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2025).",0.27
municipal sludge,Hebei,Sulfamerazine,889.7,2016,129,"Hua, L., Li, L. & Yang, C. Y. Distribution Characteristics of Sulfonamides and Sulfamethoxazole-Resistant Bacteria in Tannery Wastewater Treatment Processes. Huan Jing Ke Xue 39, 4229-4235, doi:10.13227/j.hjkx.201710173 (2019).",788.7
municipal sludge,Hebei,Sulfamethoxazole,1206,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2019).",2.88
municipal sludge,Hebei,Tetracycline,344.17,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2027).",344.17
municipal sludge,Hebei,Trimethoprim,3.5,2017,46,"Zhou, Y. et al. Which type of pollutants need to be controlled with priority in wastewater treatment plants: Traditional or emerging pollutants? Environment International 131, doi:10.1016/j.envint.2019.104982 (2039).",3.5
municipal sludge,Heilongjiang,Azithromycin,11.6,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2025).",11.6
municipal sludge,Heilongjiang,Cefazolin,0.85,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2021).",0.85
municipal sludge,Heilongjiang,Clarithromycin,11.5,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2026).",11.5
municipal sludge,Heilongjiang,Flumequine,2.1500000000000004,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2030).",2.1
municipal sludge,Heilongjiang,Norfloxacin,70.9,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2028).",70.9
municipal sludge,Heilongjiang,Ofloxacin,61.95,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2029).",61.9
municipal sludge,Heilongjiang,Roxithromycin,66.5,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2027).",66.5
municipal sludge,Heilongjiang,Sulfadiazine,32.9,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2023).",11.329999999999998
municipal sludge,Heilongjiang,Sulfamethazine,17.06,NA,99,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2050).",17.06
municipal sludge,Heilongjiang,Sulfamethoxazole,5.4025,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2024).",3.9
municipal sludge,Heilongjiang,Sulfapyridine,4.2075,2016,40,"Wang, W., Zhang, W., Liang, H. & Gao, D. Occurrence and fate of typical antibiotics in wastewater treatment plants in Harbin, North-east China. Frontiers of Environmental Science & Engineering 13 (2022).",0.51
municipal sludge,Heilongjiang,Sulfaquinoxaline,2.795,NA,99,"Wang, H., Ding, J., Ding, L. & Ren, N. Analysis of sulfonamides in soil, sediment, and sludge based on dynamic microwave-assisted micellar extraction. Environ Sci Pollut Res Int 23, 12954-12965, doi:10.1007/s11356-016-6383-0 (2054).",2.795
municipal sludge,Hong Kong,Chloramphenicol,3.3875,2016,38,"Ruan, Y., Wu, R., Lam, J. C. W., Zhang, K. & Lam, P. K. S. Seasonal occurrence and fate of chiral pharmaceuticals in different sewage treatment systems in Hong Kong: Mass balance, enantiomeric profiling, and risk assessment. Water Research 149, 607-616, doi:10.1016/j.watres.2018.11.010 (2019).",3.3875
municipal sludge,Hong Kong,Erythromycin,50,2006,1,"Xu, W. et al. Occurrence and elimination of antibiotics at four sewage treatment plants in the Pearl River Delta (PRD), South China. Water Research 41 (2026).",38
municipal sludge,Hong Kong,Norfloxacin,279.5,2006,1,"Xu, W. et al. Occurrence and elimination of antibiotics at four sewage treatment plants in the Pearl River Delta (PRD), South China. Water Research 41 (2024).",187
municipal sludge,Hong Kong,Ofloxacin,500,2006,1,"Xu, W. et al. Occurrence and elimination of antibiotics at four sewage treatment plants in the Pearl River Delta (PRD), South China. Water Research 41 (2023).",165
