sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
sediment,sediment,Shanghai,"Shanghai, Qingpu district, Jinze Town, Dianshan Lake",Sulfamethoxazole,sulfonamides,2350000.0,,ng/g dw,2018,winter,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",Zhang 2022 supplementary dataset (Sheet7 record),25,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma
sediment,sediment,Shanghai,"Shanghai, Qingpu district, Zhujiajiao town, Dianshan Lake",Sulfamethoxazole,sulfonamides,270000.0,,ng/g dw,2018,winter,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",Zhang 2022 supplementary dataset (Sheet7 record),25,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma
sediment,sediment,Shanghai,"Shanghai, Qingpu district, Zhujiajiao town, Dianshan Lake",Sulfamethoxazole,sulfonamides,100000.0,,ng/g dw,2018,winter,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",Zhang 2022 supplementary dataset (Sheet7 record),25,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma
sediment,sediment,Shanghai,"Shanghai, Qingpu district, Zhujiajiao town, Dianshan Lake",Sulfamethoxazole,sulfonamides,6940000.0,,ng/g dw,2018,winter,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",Zhang 2022 supplementary dataset (Sheet7 record),25,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma
sediment,sediment,Shanghai,"Shanghai, Qingpu district, Zhujiajiao town, Dianshan Lake",Sulfamethoxazole,sulfonamides,250000.0,,ng/g dw,2018,winter,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",Zhang 2022 supplementary dataset (Sheet7 record),25,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma
sediment,sediment,Shanghai,East China Sea coast in Shanghai,Sulfamethoxazole,sulfonamides,6332000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,"Shanghai, Chongming district",Sulfamethoxazole,sulfonamides,16000000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,10000.0,80000.0,ng/g dw,2018,autumn,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),60,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.7524/aje.1673-5897.20190725003
sediment,sediment,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,0.0,,ng/g dw,2018,winter,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),60,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.7524/aje.1673-5897.20190725003
sediment,sediment,Shanghai,East China Sea coast in Shanghai,Tetracycline,tetracyclines,546000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,"Shanghai, Chongming district",Tetracycline,tetracyclines,90000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,East China Sea coast in Shanghai,Trimethoprim,sulfonamides,692000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,"Shanghai, Chongming district",Trimethoprim,sulfonamides,16000000.0,,ng/g dw,2018,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Trimethoprim,sulfonamides,2940000.0,16960000.0,ng/g dw,2018,autumn,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),60,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.7524/aje.1673-5897.20190725003
sediment,sediment,Shanghai,Shanghai,Trimethoprim,sulfonamides,0.0,0.0,ng/g dw,2018,winter,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),60,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.7524/aje.1673-5897.20190725003
sediment,sediment,Shanghai,Shanghai,Chlortetracycline,tetracyclines,36000000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Ciprofloxacin,fluoroquinolones,1300000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Enrofloxacin,fluoroquinolones,5940000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Erythromycin,macrolides,600000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Norfloxacin,fluoroquinolones,600000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Oxytetracycline,tetracyclines,13350000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Roxithromycin,macrolides,200000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Sulfadiazine,sulfonamides,100000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Sulfadimidine,sulfonamides,200000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,2100000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Tetracycline,tetracyclines,19000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Trimethoprim,other,100000.0,,ng/g dw,2019,,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),58,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.chemosphere.2020.128441
sediment,sediment,Shanghai,Shanghai,Chloramphenicol,other,3270000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Shanghai,Shanghai,Oxytetracycline,tetracyclines,5280000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Shanghai,Shanghai,Sulfadiazine,sulfonamides,2080000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Shanghai,Shanghai,Sulfadimidine,sulfonamides,1550000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,2060000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Shanghai,Shanghai,Tetracycline,tetracyclines,1520000000.0,,ng/g dw,,,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),166,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+antibiotics+and+heavy+metals+in+animal+manures+and+agricultural+soils+adjacent+to+feedlots+in+Sh
sediment,sediment,Tianjin,Dagu Drainage River,Acetylspiramycin,macrolides,2669526315.78947,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,Dagu Drainage River,Ciprofloxacin,fluoroquinolones,3285842105.26316,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Ciprofloxacin,fluoroquinolones,32500000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Ciprofloxacin,fluoroquinolones,42400000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Ciprofloxacin,fluoroquinolones,390700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Ciprofloxacin,fluoroquinolones,1020400000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Enrofloxacin,fluoroquinolones,1627157894.73684,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Enrofloxacin,fluoroquinolones,3000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Enrofloxacin,fluoroquinolones,3800000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Enrofloxacin,fluoroquinolones,70700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Erythromycin,macrolides,500000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Erythromycin,macrolides,900000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the mainstream of the Haihe River,Fleroxacin,fluoroquinolones,1700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Fleroxacin,fluoroquinolones,1500000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Fleroxacin,fluoroquinolones,42100000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Fleroxacin,fluoroquinolones,1200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the mainstream of the Haihe River,Lomefloxacin,fluoroquinolones,4200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Lomefloxacin,fluoroquinolones,10200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Lomefloxacin,fluoroquinolones,105300000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
