sample_type,province,location,sample_year,season,antibiotic,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,Guangdong,"Pearl River, site Z9",2018,,Tetracycline,59.5,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2018,,Tetracycline,53.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Tetracycline,53,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Tetracycline,56.9,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Tetracycline,35.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Tetracycline,40.9,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Tetracycline,34.9,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Tetracycline,52.6,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2015,,Trimethoprim,506.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2015,,Trimethoprim,121,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2015,,Trimethoprim,117.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z4",2015,,Trimethoprim,70.9,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z5",2015,,Trimethoprim,39.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z6",2015,,Trimethoprim,24.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z7",2015,,Trimethoprim,46,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z8",2015,,Trimethoprim,43.2,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2015,,Trimethoprim,38.2,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2015,,Trimethoprim,31.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2015,,Trimethoprim,10.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2016,,Trimethoprim,132.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2016,,Trimethoprim,69.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2016,,Trimethoprim,107.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z4",2016,,Trimethoprim,203.6,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z5",2016,,Trimethoprim,68.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z6",2016,,Trimethoprim,21.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z8",2016,,Trimethoprim,59.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2016,,Trimethoprim,24.1,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2016,,Trimethoprim,32.1,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2016,,Trimethoprim,46.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2017,,Trimethoprim,33.5,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2017,,Trimethoprim,244.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2017,,Trimethoprim,240.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z4",2017,,Trimethoprim,110.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z5",2017,,Trimethoprim,33.1,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z6",2017,,Trimethoprim,43.6,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z7",2017,,Trimethoprim,41.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z8",2017,,Trimethoprim,64.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2017,,Trimethoprim,4.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2017,,Trimethoprim,20.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2017,,Trimethoprim,13,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2018,,Trimethoprim,156.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2018,,Trimethoprim,132.3,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z1",2018,,Trimethoprim,170.9,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2018,,Trimethoprim,46.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2018,,Trimethoprim,203.6,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z2",2018,,Trimethoprim,108.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2018,,Trimethoprim,41.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2018,,Trimethoprim,160.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z3",2018,,Trimethoprim,93.5,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2018,,Trimethoprim,59.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2018,,Trimethoprim,68.8,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z9",2018,,Trimethoprim,110.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Trimethoprim,64.7,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Trimethoprim,43.2,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z10",2018,,Trimethoprim,13,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Trimethoprim,38.2,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Trimethoprim,10.4,,ng/g (dw),N43
sediment,Guangdong,"Pearl River, site Z11",2018,,Trimethoprim,39.3,,ng/g (dw),N43
sediment,Henan,Jian'gang Reservoir outlet,2025,,Azithromycin,14.23,,ng/g,N44
sediment,Henan,Heigangkou Reservoir inlet,2025,,Azithromycin,2.09,,ng/g,N44
sediment,Henan,Linqi Reservoir inlet,2025,,Chlortetracycline,1.33,,ng/g,N44
sediment,Henan,Linqi Reservoir outlet,2025,,Chlortetracycline,5.47,,ng/g,N44
sediment,Henan,Jian'gang Reservoir inlet,2025,,Chlortetracycline,1.23,,ng/g,N44
sediment,Henan,Jian'gang Reservoir outlet,2025,,Chlortetracycline,1.28,,ng/g,N44
sediment,Henan,Heigangkou Reservoir inlet,2025,,Chlortetracycline,1.34,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Chlortetracycline,1.43,,ng/g,N44
sediment,Henan,Linqi Reservoir inlet,2025,,Enrofloxacin,2.48,,ng/g,N44
sediment,Henan,Heigangkou Reservoir inlet,2025,,Enrofloxacin,4.71,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Enrofloxacin,3.16,,ng/g,N44
sediment,Henan,Jian'gang Reservoir inlet,2025,,Lomefloxacin,8.57,,ng/g,N44
sediment,Henan,Jian'gang Reservoir inlet,2025,,Norfloxacin,10.39,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Norfloxacin,12.99,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Oxytetracycline,1.36,,ng/g,N44
sediment,Henan,Heigangkou Reservoir inlet,2025,,Roxithromycin,0.31,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Roxithromycin,0.48,,ng/g,N44
sediment,Henan,Linqi Reservoir outlet,2025,,Sulfadiazine,0.13,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Sulfadiazine,0.11,,ng/g,N44
sediment,Henan,Linqi Reservoir outlet,2025,,Sulfamethoxazole,1.23,,ng/g,N44
sediment,Henan,Jian'gang Reservoir outlet,2025,,Sulfamethoxazole,0.98,,ng/g,N44
sediment,Henan,Linqi Reservoir inlet,2025,,Sulfapyridine,0.27,,ng/g,N44
sediment,Henan,Linqi Reservoir outlet,2025,,Sulfapyridine,0.28,,ng/g,N44
sediment,Henan,Linqi Reservoir inlet,2025,,Tetracycline,1.41,,ng/g,N44
sediment,Henan,Heigangkou Reservoir outlet,2025,,Tetracycline,1.42,,ng/g,N44
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Chlortetracycline,50.33,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Chlortetracycline,52.98,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Chlortetracycline,18.54,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Chlortetracycline,96.85,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Chlortetracycline,28.21,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Chlortetracycline,49.68,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Chlortetracycline,16.12,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Chlortetracycline,85.15,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Ciprofloxacin,99.83,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Ciprofloxacin,123.96,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Ciprofloxacin,79.68,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Ciprofloxacin,451.79,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Ciprofloxacin,86.73,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Ciprofloxacin,107.31,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Ciprofloxacin,68.25,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Ciprofloxacin,316.84,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,105.76,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,116.56,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,122.1,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,135.17,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,321.42,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,458.49,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,84.89,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Norfloxacin,97.5,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,106.53,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,122.62,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,125.37,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,422.56,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,47.87,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,491.53,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,87.72,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Ofloxacin,89.93,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Oxytetracycline,40.41,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Oxytetracycline,44.87,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Oxytetracycline,36.22,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Oxytetracycline,256.7,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Oxytetracycline,42.3,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Oxytetracycline,36.62,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Oxytetracycline,62.33,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Oxytetracycline,101.67,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Roxithromycin,170.4,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Roxithromycin,46.23,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Roxithromycin,78.19,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Roxithromycin,353.33,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Roxithromycin,148.2,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Roxithromycin,34.14,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Roxithromycin,62.42,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Roxithromycin,270.22,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,103.14,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,110.25,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,117.63,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,133.34,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,142.6,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,145.7,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,87.67,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfadiazine,96.48,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,121.98,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,140.55,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,164.26,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,171.6,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,213.65,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,217.34,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,235.8,,ng/L,N45
municipal wastewater influent,Hebei,,2023,,Sulfamethoxazole,275.04,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Tetracycline,76.83,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Tetracycline,18.03,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Tetracycline,14.72,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan urban WWTPs,2023,,Tetracycline,104.23,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Tetracycline,61.19,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Tetracycline,14.17,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Tetracycline,12.88,,ng/L,N45
municipal wastewater influent,Hebei,Tangshan suburban WWTPs,2023,,Tetracycline,71.22,,ng/L,N45
municipal sludge,Guangdong,"Guangzhou, Huangpu district, Kaifaqu",2005,,Erythromycin-H2O,76,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Erythromycin-H2O,195,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Huangpu district, Kaifaqu",2005,,Norfloxacin,301,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Norfloxacin,40,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Huangpu district, Kaifaqu",2005,,Ofloxacin,227,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Ofloxacin,886,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Huangpu district, Kaifaqu",2005,,Roxithromycin,40,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Roxithromycin,64,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Sulfadimidine,31,,ng/g,N46
municipal sludge,Guangdong,"Guangzhou, Tianhe district, Liede",2005,,Sulfamethoxazole,20,,ng/g,N46
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Chloramphenicol,,3.44,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Ciprofloxacin,,19.43,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Florfenicol,,32.39,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Florfenicol,,34.61,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Norfloxacin,,32.48,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Trimethoprim,,3.16,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,Trimethoprim,,20.97,ng/L,N47
surface water,Zhejiang,southern Tai Lake aquaculture ponds,2024,,sulfonamides,,8.83,ng/L,N47
municipal sludge,Beijing,,2015–2016,,Ofloxacin,2982.61,11138.52,µg/kg (dw),N5
municipal sludge,Beijing,,2015–2016,,Ofloxacin (OFL),2982.61,11138.52,µg/kg (dw),N5
municipal sludge,Shandong,Jinan,2018,,Doxycycline,,41.58,µg/kg (dw),N51
municipal wastewater effluent,Shandong,Jinan,2018,,Doxycycline,,5.43,ng/L,N51
municipal wastewater effluent,Shandong,Jinan,2018,,Levofloxacin,204.74,933.24,ng/L,N51
municipal wastewater effluent,Shandong,Jinan,2018,,Roxithromycin,,164.55,ng/L,N51
municipal wastewater effluent,Shandong,Jinan,2018,,Sulfamethoxazole,,46.89,ng/L,N51
municipal wastewater influent,Shandong,Jinan,2018,,Doxycycline,,5.55,ng/L,N51
municipal wastewater influent,Shandong,Jinan,2018,,Levofloxacin,461.31,1981.42,ng/L,N51
municipal wastewater influent,Shandong,Jinan,2018,,Roxithromycin,,215.62,ng/L,N51
municipal wastewater influent,Shandong,Jinan,2018,,Sulfamethoxazole,,338.89,ng/L,N51
municipal wastewater effluent,Anhui,Wuhu,2021–2022,,Ofloxacin,226,1979.2,ng/L,N52
municipal wastewater effluent,Anhui,Wuhu,2021–2022,,Sulfachloropyridazine,12.3,298.9,ng/L,N52
municipal wastewater effluent,Anhui,Wuhu,2021–2022,,Sulfamethoxazole,4.8,20.9,ng/L,N52
municipal wastewater effluent,Anhui,Wuhu,2021–2022,,Sulfapyridine,6.7,40.1,ng/L,N52
municipal wastewater effluent,Anhui,Wuhu,2021–2022,,Trimethoprim,1.7,10.7,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Ciprofloxacin,,18.5,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Enrofloxacin,14.8,292.7,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Lincomycin,42.9,,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Norfloxacin,112.1,843.8,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Ofloxacin,587.4,2843.8,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Sulfachloropyridazine,6.6,247.9,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Sulfadiazine,1.3,14.6,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Sulfamethoxazole,12.9,125.6,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Sulfapyridine,12.8,96.6,ng/L,N52
municipal wastewater influent,Anhui,Wuhu,2021–2022,,Trimethoprim,9.5,35.6,ng/L,N52
hospital wastewater,Heilongjiang,Harbin,2019,,Azithromycin,92,98.5,ng/L,N53
hospital wastewater,Heilongjiang,Harbin,2019,,Cefadroxil,15.2,18.3,ng/L,N53
hospital wastewater,Heilongjiang,Harbin,2019,,Ofloxacin,6.86,8.63,ng/L,N53
hospital wastewater,Heilongjiang,Harbin,2019,,Roxithromycin,19.6,32.7,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Azithromycin,368,32800,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Enrofloxacin,921,3870,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Ofloxacin,88.8,159,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Roxithromycin,104,261,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Sulfadiazine,128,1350,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Sulfamethazine,14.3,24.6,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Sulfamethoxazole,5.09,18,ng/L,N53
livestock wastewater,Heilongjiang,Harbin,2019,,Tylosin,77.8,4590,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Ampicillin,310,1460,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Azithromycin,357,862,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Azithromycin,85.5,125,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Enrofloxacin,1.82,7.27,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Ofloxacin,181,330,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Roxithromycin,497,1419,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Sulfadiazine,2.85,11.4,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Sulfamethazine,1.29,5.16,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Sulfamethoxazole,76.2,454,ng/L,N53
municipal wastewater influent,Heilongjiang,Harbin,2019,,Sulfamethoxazole,91.6,130,ng/L,N53
pharmaceutical wastewater,Guangdong,PMF4 (Guangdong),2020–2021,,Erythromycin,19.24,,ng/L,N54
pharmaceutical wastewater,Guangdong,PMF4 (Guangdong),2020–2021,,Ofloxacin,13.41,,ng/L,N54
pharmaceutical wastewater,Guangdong,PMF4 (Guangdong),2020–2021,,Ofloxacin,455.71,,ng/L,N54
pharmaceutical wastewater,Guangdong,PMF4 (Guangdong),2020–2021,,Roxithromycin,5.59,,ng/L,N54
pharmaceutical wastewater,Guangdong,PMF4 (Guangdong),2020–2021,,Roxithromycin,1.94,,ng/L,N54
pharmaceutical wastewater,Hebei,PMF1 (Hebei),2020–2021,,Erythromycin,10.49,,ng/L,N54
pharmaceutical wastewater,Hebei,PMF1 (Hebei),2020–2021,,Erythromycin,31.81,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Clarithromycin,3.82,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Clarithromycin,45.26,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Erythromycin,41.31,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Erythromycin,100.53,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Norfloxacin,109.01,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Ofloxacin,179.03,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Ofloxacin,10.47,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Roxithromycin,68.26,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Roxithromycin,42.04,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Sulfadiazine,2.92,,ng/L,N54
pharmaceutical wastewater,Jiangsu,PMF2 (Jiangsu),2020–2021,,Sulfadiazine,3.71,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Ciprofloxacin,4.71,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Ciprofloxacin,33.58,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Erythromycin,9.01,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Lincomycin,3.6,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Ofloxacin,35.12,,ng/L,N54
pharmaceutical wastewater,Zhejiang,PMF3 (Zhejiang),2020–2021,,Ofloxacin,18.77,,ng/L,N54
groundwater,Jiangxi,Jinjiang River Basin,2019–2021,,Azithromycin,4.07,12.2,ng/L,N55
groundwater,Jiangxi,Jinjiang River Basin,2019–2021,,Tetracycline,9.11,26.04,ng/L,N55
livestock wastewater,Jiangxi,Jinjiang River Basin (pig farm effluent + domestic sewage),2021,,Norfloxacin,40.98,156.44,ng/L,N55
livestock wastewater,Jiangxi,Jinjiang River Basin (pig farm effluent + domestic sewage),2021,,Roxithromycin,32.88,53.58,ng/L,N55
livestock wastewater,Jiangxi,Jinjiang River Basin (pig farm effluent + domestic sewage),2021,,Sulfamethoxazole,33.65,62.24,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Azithromycin,3.64,32.15,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Chlortetracycline,2.76,13.03,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Ciprofloxacin,0.35,1.17,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Clarithromycin,0.47,1.05,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Enoxacin,3.5,9.16,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Enrofloxacin,2.68,19.96,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Erythromycin,10.27,24.61,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Norfloxacin,1.35,8.27,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Ofloxacin,2.66,9.31,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Oxytetracycline,9.75,30.43,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Roxithromycin,22.52,59.99,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Sulfadiazine,9.63,35.48,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Sulfamethazine,5.45,19.35,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Sulfamethoxazole,188.95,409.96,ng/L,N55
surface water,Jiangxi,Jinjiang River Basin,2019–2021,,Tetracycline,7.01,33.9,ng/L,N55
municipal wastewater effluent,Sichuan,Southeast Sichuan (40 township WWTPs),2020,,Ofloxacin,,1147.9,ng/L,N56
municipal wastewater effluent,Sichuan,Southeast Sichuan (40 township WWTPs),2020,,Total antibiotics (sum),242.06,575.07,ng/L,N56
municipal wastewater influent,Sichuan,Southeast Sichuan (40 township WWTPs),2020,,Ofloxacin,,2935.4,ng/L,N56
municipal wastewater influent,Sichuan,Southeast Sichuan (40 township WWTPs),2020,,Total antibiotics (sum),370.67,1220.34,ng/L,N56
municipal wastewater effluent,Beijing,Beijing,2022–2023,,Sulfonamides + aminophenyl sulfone compounds (cumulative),723,,ng/L,N58
municipal wastewater effluent,Shandong,Qingdao,2022–2023,,Sulfonamides + aminophenyl sulfone compounds (cumulative),378,,ng/L,N58
